NpcMsgBullfestCondition,AN1Index,AN2Index,AccessoryID,BO1Index,BO2Index,BagID,BottomsID,CapID,CombinationNum,EyeAcceID,FU1Index,FU2Index,GE1Index,GE2Index,HA1Index,HA2Index,HelmetID,KO1Index,KO2Index,OT1Index,OT2Index,ShoesID,SocksID,ToolID,TopsID,UmbrellaID,UniqueID,ZK1Index,ZK2Index
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,9524,-2,173,303,401
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,9525,-2,174,303,401
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,9526,-2,175,303,401
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,9527,-2,176,303,401
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,5393,-2,177,303,401
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,9516,-2,178,303,401
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,9517,-2,179,303,401
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,9518,-2,180,303,401
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,9519,-2,181,303,401
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,9520,-2,182,303,401
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,9521,-2,183,303,401
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,303,401,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,5926,-2,184,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,303,401,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,8530,-2,185,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,303,401,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,8531,-2,186,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,303,401,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,4406,-2,187,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,303,401,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,9422,-2,188,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,303,401,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,9423,-2,189,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,303,401,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,9424,-2,190,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,303,401,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,9425,-2,191,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,303,401,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,9426,-2,192,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,303,401,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,9427,-2,193,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,303,401,-2,-2,-2,3475,-2,194,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,303,401,-2,-2,-2,8112,-2,195,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,303,401,-2,-2,-2,8113,-2,196,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,303,401,-2,-2,-2,8114,-2,197,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,303,401,-2,-2,-2,8115,-2,198,-1,65535
None,303,401,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,3253,-2,199,-1,65535
None,303,401,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,3256,-2,200,-1,65535
None,303,401,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,4343,-2,201,-1,65535
RacerSet,-1,-1,-2,304,401,-2,-2,-2,2,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,-2,-2,203,-1,65535
AfootballSet,-1,-1,-2,-1,-1,-2,-2,-2,2,-2,-1,-1,-1,-1,304,401,-2,-1,-1,-1,-1,-2,-2,-2,-2,-2,204,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,2,-2,-1,-1,-1,-1,-1,-1,11613,304,401,-1,-1,-2,-2,-2,8564,-2,205,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,2,-2,-1,-1,-1,-1,-1,-1,11614,304,401,-1,-1,-2,-2,-2,8565,-2,206,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,2,-2,-1,-1,-1,-1,-1,-1,5362,304,401,-1,-1,-2,-2,-2,4207,-2,207,-1,65535
SoccerSet,-1,-1,-2,-1,-1,-2,-2,-2,3,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,-2,-2,208,304,401
BasketballSet,-1,-1,-2,-1,-1,-2,-2,-2,2,-2,304,401,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,-2,-2,209,-1,65535
None,-1,-1,-2,-1,-1,-2,5341,-2,2,-2,-1,-1,304,401,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,5317,-2,210,-1,65535
None,-1,-1,-2,-1,-1,-2,11395,-2,2,-2,-1,-1,304,401,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,7617,-2,211,-1,65535
None,-1,-1,-2,-1,-1,-2,11396,-2,2,-2,-1,-1,304,401,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,7618,-2,212,-1,65535
None,-1,-1,-2,-1,-1,-2,11397,-2,2,-2,-1,-1,304,401,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,7619,-2,213,-1,65535
None,-1,-1,-2,-1,-1,-2,3335,-2,2,-2,-1,-1,304,401,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,3334,-2,214,-1,65535
None,-1,-1,-2,-1,-1,-2,11284,-2,2,-2,-1,-1,304,401,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,7611,-2,215,-1,65535
None,-1,-1,-2,-1,-1,-2,11285,-2,2,-2,-1,-1,304,401,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,7612,-2,216,-1,65535
None,-1,-1,-2,-1,-1,-2,11286,-2,2,-2,-1,-1,304,401,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,7613,-2,217,-1,65535
None,-1,-1,-2,-1,-1,-2,11287,-2,2,-2,-1,-1,304,401,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,7614,-2,218,-1,65535
None,-1,-1,-2,-1,-1,-2,11288,-2,2,-2,-1,-1,304,401,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,7615,-2,219,-1,65535
None,-1,-1,-2,-1,-1,-2,11289,-2,2,-2,-1,-1,304,401,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,7616,-2,220,-1,65535
SkiSet,-1,-1,-2,-1,-1,-2,-2,-2,2,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,304,401,-2,-2,-2,-2,-2,221,-1,65535
None,304,401,-2,-1,-1,-2,11298,-2,2,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,7201,-2,222,-1,65535
None,304,401,-2,-1,-1,-2,3311,-2,2,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,3244,-2,223,-1,65535
None,304,401,-2,-1,-1,-2,11297,-2,2,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,7200,-2,224,-1,65535
None,304,401,-2,-1,-1,-2,11296,-2,2,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,7199,-2,225,-1,65535
None,304,401,-2,-1,-1,-2,11299,-2,2,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,7202,-2,226,-1,65535
None,304,401,-2,-1,-1,-2,11295,-2,2,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,7198,-2,227,-1,65535
None,304,401,-2,-1,-1,-2,11908,-2,2,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,7201,-2,228,-1,65535
None,304,401,-2,-1,-1,-2,4518,-2,2,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,3244,-2,229,-1,65535
None,304,401,-2,-1,-1,-2,11907,-2,2,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,7200,-2,230,-1,65535
None,304,401,-2,-1,-1,-2,11906,-2,2,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,7199,-2,231,-1,65535
None,304,401,-2,-1,-1,-2,11909,-2,2,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,7202,-2,232,-1,65535
None,304,401,-2,-1,-1,-2,11905,-2,2,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,7198,-2,233,-1,65535
None,-1,-1,-2,305,401,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,5616,-2,234,-1,65535
None,-1,-1,-2,305,401,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,5614,-2,235,-1,65535
None,-1,-1,-2,305,401,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,5615,-2,236,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,305,401,-2,-1,-1,-1,-1,-2,-2,-2,3246,-2,237,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,305,401,-2,-1,-1,-1,-1,-2,-2,-2,9372,-2,238,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,305,401,-2,-1,-1,-1,-1,-2,-2,-2,9373,-2,239,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,305,401,-2,-1,-1,-1,-1,-2,-2,-2,9374,-2,240,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,305,401,-2,-1,-1,-1,-1,-2,-2,-2,9375,-2,241,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,305,401,-2,-1,-1,-1,-1,-2,-2,-2,9376,-2,242,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,305,401,-2,-1,-1,-1,-1,-2,-2,-2,9377,-2,243,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,305,401,-2,-1,-1,-1,-1,-2,-2,-2,9378,-2,244,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,305,401,-1,-1,-2,-2,-2,3666,-2,245,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,305,401,-1,-1,-2,-2,-2,7622,-2,246,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,305,401,-1,-1,-2,-2,-2,7623,-2,247,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,305,401,-1,-1,-2,-2,-2,7624,-2,248,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,305,401,-1,-1,-2,-2,-2,7625,-2,249,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,305,401,-1,-1,-2,-2,-2,7626,-2,250,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,305,401,-1,-1,-2,-2,-2,7627,-2,251,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,305,401,-1,-1,-2,-2,-2,7628,-2,252,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,305,401,-1,-1,-2,-2,-2,4586,-2,253,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,305,401,-1,-1,-2,-2,-2,7629,-2,254,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,305,401,-1,-1,-2,-2,-2,7630,-2,255,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,305,401,-1,-1,-2,-2,-2,7631,-2,256,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,305,401,-1,-1,-2,-2,-2,7632,-2,257,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,305,401,-1,-1,-2,-2,-2,7633,-2,258,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,305,401,-1,-1,-2,-2,-2,7634,-2,259,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,305,401,-1,-1,-2,-2,-2,7635,-2,260,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,3464,-2,261,305,401
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,7445,-2,262,305,401
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,7446,-2,263,305,401
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,7447,-2,264,305,401
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,7448,-2,265,305,401
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,305,401,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,4336,-2,266,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,305,401,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,9030,-2,267,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,305,401,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,9031,-2,268,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,305,401,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,3058,-2,269,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,305,401,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,9365,-2,270,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,305,401,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,9366,-2,271,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,305,401,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,9367,-2,272,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,305,401,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,9368,-2,273,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,305,401,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,9369,-2,274,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,305,401,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,9370,-2,275,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,305,401,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,9371,-2,276,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,305,401,-2,-2,-2,3435,-2,277,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,305,401,-2,-2,-2,8238,-2,278,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,305,401,-2,-2,-2,8239,-2,279,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,305,401,-2,-2,-2,8240,-2,280,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,305,401,-2,-2,-2,8241,-2,281,-1,65535
None,305,401,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,10910,-2,282,-1,65535
None,305,401,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,12021,-2,283,-1,65535
None,305,401,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,12022,-2,284,-1,65535
None,305,401,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,3448,-2,285,-1,65535
None,305,401,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,9459,-2,286,-1,65535
None,305,401,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,9460,-2,287,-1,65535
None,305,401,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,9461,-2,288,-1,65535
None,305,401,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,9462,-2,289,-1,65535
None,305,401,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,9463,-2,290,-1,65535
None,305,401,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,9464,-2,291,-1,65535
None,305,401,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,9465,-2,292,-1,65535
None,-1,-1,-2,306,401,-2,-2,5307,2,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,3283,-2,293,-1,65535
BaseballSet,-1,-1,-2,-1,-1,-2,-2,-2,2,-2,-1,-1,-1,-1,306,401,-2,-1,-1,-1,-1,-2,-2,-2,-2,-2,294,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,5266,2,-2,-1,-1,-1,-1,-1,-1,-2,306,401,-1,-1,-2,-2,-2,11950,-2,295,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,9740,2,-2,-1,-1,-1,-1,-1,-1,-2,306,401,-1,-1,-2,-2,-2,11951,-2,296,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,9739,2,-2,-1,-1,-1,-1,-1,-1,-2,306,401,-1,-1,-2,-2,-2,9768,-2,297,-1,65535
None,-1,-1,4684,-1,-1,-2,-2,-2,2,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,5134,-2,298,306,401
None,-1,-1,-2,-1,-1,-2,-2,10751,2,-2,306,401,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,5621,-2,299,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,10752,2,-2,306,401,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,7567,-2,300,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,5265,2,-2,306,401,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,7568,-2,301,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,10751,2,-2,306,401,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,8882,-2,302,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,10752,2,-2,306,401,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,8883,-2,303,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,5265,2,-2,306,401,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,3673,-2,304,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,10751,2,-2,306,401,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,8884,-2,305,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,10752,2,-2,306,401,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,8884,-2,306,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,5265,2,-2,306,401,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,8884,-2,307,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,5663,2,-2,-1,-1,306,401,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,3233,-2,308,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,11807,2,-2,-1,-1,306,401,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,8229,-2,309,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,11808,2,-2,-1,-1,306,401,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,8230,-2,310,-1,65535
None,-1,-1,-2,-1,-1,-2,9251,-2,2,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,306,401,-2,-2,-2,3171,-2,311,-1,65535
None,-1,-1,-2,-1,-1,-2,9248,-2,2,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,306,401,-2,-2,-2,7419,-2,312,-1,65535
None,-1,-1,-2,-1,-1,-2,9249,-2,2,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,306,401,-2,-2,-2,7420,-2,313,-1,65535
None,-1,-1,-2,-1,-1,-2,9250,-2,2,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,306,401,-2,-2,-2,7421,-2,314,-1,65535
None,-1,-1,-2,-1,-1,-2,4398,-2,2,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,306,401,-2,-2,-2,7422,-2,315,-1,65535
None,-1,-1,-2,-1,-1,-2,9252,-2,2,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,306,401,-2,-2,-2,7423,-2,316,-1,65535
None,-1,-1,-2,-1,-1,-2,9253,-2,2,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,306,401,-2,-2,-2,7424,-2,317,-1,65535
None,-1,-1,-2,-1,-1,-2,9254,-2,2,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,306,401,-2,-2,-2,7425,-2,318,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,306,401,-2,-2,-2,5798,-2,319,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,306,401,-2,-2,-2,7426,-2,320,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,306,401,-2,-2,-2,7427,-2,321,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,306,401,-2,-2,-2,7428,-2,322,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,306,401,-2,-2,-2,7429,-2,323,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,306,401,-2,-2,-2,7430,-2,324,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,306,401,-2,-2,-2,7431,-2,325,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,306,401,-2,-2,-2,7432,-2,326,-1,65535
None,306,401,11505,-1,-1,-2,-2,-2,2,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,5825,-2,327,-1,65535
None,306,401,11505,-1,-1,-2,-2,-2,2,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,9534,-2,328,-1,65535
None,306,401,4685,-1,-1,-2,-2,-2,2,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,5825,-2,329,-1,65535
None,306,401,4685,-1,-1,-2,-2,-2,2,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,9534,-2,330,-1,65535
None,-1,-1,-2,302,401,-2,-2,5281,2,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,3268,-2,460,-1,65535
None,-1,-1,-2,302,401,-2,-2,11814,2,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,9204,-2,461,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,303,401,-1,-1,-2,-2,-2,8623,-2,462,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,303,401,-1,-1,-2,-2,-2,8622,-2,463,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,303,401,-1,-1,-2,-2,-2,8620,-2,464,-1,65535
